"id","cout_materiaux_ht","cout_implementation_ht","cout_total_ht","cout_induit_ht","date_sigture_devis","date_facture","date_x","annee_travaux","revenu_mo","climat","Code Région","region","Code département","departement","type_logement","annee_construction","constr_cat","nb_pieces","surf_habitable","montant_aides_fincieres","type_aides_fincieres","renovation_globale","marque","modele","poste_isolation","isolant","epaisseur","resistance","surface","lambda"
"2254",,,6095.734597,,,"09/12/2011","09/12/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",300,7.5,65,
"2255",,,6098.578199,,,"22/04/2014","22/04/2014",2014,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"ITE","PLASTIQUES",100,4.2,50,0.024
"2256",,,6103,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,80,2000,"CODAH - ASE","remplacement et ré-isolation toiture fibro

+ isolation 2 murs

+ isolation toit véranda

+ 4 fen�tres et 3 velux et porte",,,"TOITURE TERRASSE",,,,,
"2257",,,6103,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,80,0,"CHEQUE ENERGIE REGION","remplacement et ré-isolation toiture fibro

+ isolation 2 murs

+ isolation toit véranda

+ 4 fen�tres et 3 velux et porte",,,"TOITURE TERRASSE",,,,,
"2258",,,6103,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,80,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","remplacement et ré-isolation toiture fibro

+ isolation 2 murs

+ isolation toit véranda

+ 4 fen�tres et 3 velux et porte",,,"TOITURE TERRASSE",,,,,
"2259",,,6103,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,80,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","remplacement et ré-isolation toiture fibro

+ isolation 2 murs

+ isolation toit véranda

+ 4 fen�tres et 3 velux et porte",,,"TOITURE TERRASSE",,,,,
"2260",,,6109.004739,,"03/09/2016",,"03/09/2016",2016,,,75,"NAQ",,,"INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",260,6.5,21.4,
"2261",,,6117.535545,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,146,,,,,,"COMBLES PERDUES",,,,,
"2262",,,6153.554502,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,160,,,,,,"ITI",,,,,
"2263",,,6161.137441,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,70,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2264",,,6161.137441,,,,"30/01/2013",2013,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITI","LAINE MINERALE",100,3.1,100,0.032
"2265",,,6169.668246,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1945,"de 1945 à 1973",,240,,,,,,"RAMPANTS",,,,,
"2266",,,6179.146919,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,175,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2267",2250.236967,3933.649289,6183.886256,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1960,"de 1945 à 1973",,,,,,,,"RAMPANTS",,,,,
"2268",,,6197,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,75,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","refection de toiture",,,"COMBLES PERDUES",,,,,
"2269",,,6197,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,75,6535,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","refection de toiture",,,"COMBLES PERDUES",,,,,
"2270",,,6197,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,75,2400,"CODAH - ASE","refection de toiture",,,"COMBLES PERDUES",,,,,
"2271",,,6197,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,75,1500,"DEPT - AIDE A L'HABITAT DURABLE","refection de toiture",,,"COMBLES PERDUES",,,,,
"2272",,,6234.123223,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1860,"av. 1945",,44,,,,,,"ITI",,,,,
"2273",,,6235.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1967,"de 1945 à 1973",,103,,,,,,"ITI",,,,,
"2274",,,6239.810427,,,"04/06/2009","04/06/2009",2009,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",220,5.5,160,
"2275",,,6240,,"22/12/2015",,"22/12/2015",2015,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITI","LAINE MINERALE",120,3.8,120,0.032
"2276",,,6255.924171,,,,,,26572,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,90,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2277",,,6255.924171,,,"12/02/2011","12/02/2011",2011,,"H2",24,"CVL","36","INDRE",,,,,,,,,,,"ITE","PLASTIQUES",120,3.5,34,
"2278",,,6265.402844,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"PERFORMANT - BOUQUET 2 TRAVAUX",,,"RAMPANTS",,,,,
"2279",,,6272,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,130,1637,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation rampants et isolation sol combles

+ vmc hygro B

+ 5 menuiseries",,,"COMBLES PERDUES",,,,,
"2280",,,6272,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,130,8183,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation rampants et isolation sol combles

+ vmc hygro B

+ 5 menuiseries",,,"COMBLES PERDUES",,,,,
"2281",,,6272,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,130,3500,"CAISSE RETRAITE","isolation rampants et isolation sol combles

+ vmc hygro B

+ 5 menuiseries",,,"COMBLES PERDUES",,,,,
"2282",,,6272,,,,,,,"H1",28,"NOR","76","SEINE-MARITIME","INDIVIDUEL",,,,130,2000,"CODAH - ASE","isolation rampants et isolation sol combles

+ vmc hygro B

+ 5 menuiseries",,,"COMBLES PERDUES",,,,,
"2283",,,6275,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,68,7000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","amégements combles

+ réfection de toiture",,,"RAMPANTS",,,,,
"2284",,,6275,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,68,2400,"CODAH - ASE","amégements combles

+ réfection de toiture",,,"RAMPANTS",,,,,
"2285",,,6275,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,68,1800,"DEPT - AIDE A L'HABITAT DURABLE","amégements combles

+ réfection de toiture",,,"RAMPANTS",,,,,
"2286",,,6275,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,68,2100,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","amégements combles

+ réfection de toiture",,,"RAMPANTS",,,,,
"2287",,,6299.526066,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1976,"de 1974 à 1990",,82,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2288",,,6309.952607,,,"12/09/2011","12/09/2011",2011,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",400,7.5,80,
"2289",,,6314,96.86,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1900,"av. 1945",5,135,27035,"HABITER MIEUX  REGION COMMUUTE DE COMMUNE","Rénovation à plusieurs gestes de travaux",,,"ITE","LAINE MINERALE",150,4.1,59.815,
"2290",,,6322.274882,,,"18/02/2009","18/02/2009",2009,,"H2",24,"CVL","41","LOIR-ET-CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",240,6,109,
"2291",,,6343,,,,,,,,76,"OCC",,,,,,,,,,,,,"SARKING","PLASTIQUES",,,33,
"2292",,,6344,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,70,2000,"CODAH - ASE","isolation sol combles

+ chaudi�re et ecs condensation

+ vannes th. et programmateur

+ vmc hygro B",,,"COMBLES PERDUES",,,,,
"2293",,,6344,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,70,1200,"DEPT - AIDE A L'HABITAT DURABLE","isolation sol combles

+ chaudi�re et ecs condensation

+ vannes th. et programmateur

+ vmc hygro B",,,"COMBLES PERDUES",,,,,
"2294",,,6344,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,70,8742,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation sol combles

+ chaudi�re et ecs condensation

+ vannes th. et programmateur

+ vmc hygro B",,,"COMBLES PERDUES",,,,,
"2295",,,6344,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,70,1748,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation sol combles

+ chaudi�re et ecs condensation

+ vannes th. et programmateur

+ vmc hygro B",,,"COMBLES PERDUES",,,,,
"2296",,,6350.7109,,,,,,8635,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,250,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2297",,,6350.7109,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,120,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2298",,,6363.033175,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"ITI",,,,,
"2299",,,6370.616114,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1976,"de 1974 à 1990",,101,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2300",5418.957346,956.3981043,6375.35545,,,"31/10/2011","31/10/2011",2011,,"H2",24,"CVL",,,,,,,,,,,,,"RAMPANTS","LAINE MINERALE",200,5,102,0.04
"2301",,,6390.521327,,,,,,19624,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,140,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2302",,,6395.260664,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1976,"de 1974 à 1990",,120,,,,,,"COMBLES PERDUES",,,,,
"2303",,,6398.104265,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1949,"de 1945 à 1973",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2304",2983,3443.540284,6426.540284,,"21/11/2016",,"21/11/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",225,6.1,68.4,0.0372
"2305",,,6433,,"23/06/2016",,"23/06/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE VEGETALE",225,5.5,146.4,0.0411
"2306",,,6444.549763,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1913,"av. 1945",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2307",,,6446,,"29/01/2016",,"29/01/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITE","PLASTIQUES",120,3.9,130.75,0.0312
"2308",,,6448,,"01/01/2013","01/01/2013","01/01/2013",2013,,"H1",28,"NOR",,,"INDIVIDUEL",1976,"de 1974 à 1990",5,119,15948,"HABITER MIEUX DEPARTEMENT PRIME ENRGIE","Rénovation à plusieurs gestes de travaux",,,"ITI","LAINE MINERALE",100,3.2,53,
"2309",,,6472.037915,,,"02/10/2016","02/10/2016",2016,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"ITE","LAINE MINERALE",,3.7,35.62,
"2310",,,6485.308057,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1500,"av. 1945",,67,,,,,,"ITI",,,,,
"2311",6000,500,6500,,,,,,,"H2",84,"ARA","26","DROME","INDIVIDUEL",1920,"av. 1945",,,,,"RENOVATION LOURDE",,,"COMBLES PERDUES",,,,,
"2312",,,6509.004739,,,"12/04/2009","12/04/2009",2009,,"H2",24,"CVL",,,,,,,,,,,,,"PLANCHER BAS","LAINE VEGETALE",200,5.3,110,
"2313",,,6514,,"29/08/2016",,"29/08/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",300,8.6,127.2,0.0351
"2314",,,6515,,,,,,,"H1",28,"NOR",,,"COLLECTIF",,,,91,3500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","Isolation par l'exterieur des murs du Rdc et R+1 donnt sur jardin

+ poele à granulés

+ fen�tre de toit terrasse remplacée

+ isolation toit terrasse

+ remplacement 1 fen�tre R+1 cÌ«té rue",,,"ITI",,,,,
"2315",,,6515,,,,,,,"H1",28,"NOR",,,"COLLECTIF",,,,91,7753,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","Isolation par l'exterieur des murs du Rdc et R+1 donnt sur jardin

+ poele à granulés

+ fen�tre de toit terrasse remplacée

+ isolation toit terrasse

+ remplacement 1 fen�tre R+1 cÌ«té rue",,,"ITI",,,,,
"2316",,,6515,,,,,,,"H1",28,"NOR",,,"COLLECTIF",,,,91,2000,"CODAH - ASE","Isolation par l'exterieur des murs du Rdc et R+1 donnt sur jardin

+ poele à granulés

+ fen�tre de toit terrasse remplacée

+ isolation toit terrasse

+ remplacement 1 fen�tre R+1 cÌ«té rue",,,"ITI",,,,,
"2317",,,6540.28436,,,"22/03/2012","22/03/2012",2012,,"H2",24,"CVL","18","CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",340,7.5,93,
"2318",,,6541.232227,,,"02/04/2014","02/04/2014",2014,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","LAINE MINERALE",,6.4,110,
"2319",5888.151659,654.028436,6542.180095,,,"21/03/2012","21/03/2012",2012,,"H2",75,"NAQ","16","CHARENTE",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",310,7.5,60,
"2320",,,6550.7109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1980,"de 1974 à 1990",,100,,,,,,"ITI",,,,,
"2321",,,6591.469194,,,"22/07/2017","22/07/2017",2017,,"H2",53,"BRE",,,"INDIVIDUEL",,,,,,,,,,"RAMPANTS","LAINE MINERALE",,6,62,
"2322",,,6592.417062,180,"02/07/2017","17/10/2017","17/10/2017",2017,,"H1",24,"CVL",,,"INDIVIDUEL",,,,,,"HABITER MIEUX","RENOVATION A PLUSIEURS GESTES DE TRAVAUX",,,"ITE","PLASTIQUES",140,,37,
"2323",,,6594.312796,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1967,"de 1945 à 1973",,103,,,,,,"COMBLES PERDUES",,,,,
"2324",,,6597.156398,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,100,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2325",,,6597.156398,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,140,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2326",6000,600,6600,,,,,,17500,"H2",84,"ARA","26","DROME","INDIVIDUEL",1970,"de 1945 à 1973",,100,,,"RENOVATION LOURDE",,,"COMBLES PERDUES",,,,,
"2327",,,6635.07109,,,,,,28372,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1976,"de 1974 à 1990",,173,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2328",,,6635.07109,,,,,,,"H1",32,"HDF","80","SOMME",,1900,"av. 1945",,197,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2329",,,6635.07109,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,140,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2330",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1962,"de 1945 à 1973",,72,,,,,,"ITI",,,,,
"2331",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1960,"de 1945 à 1973",,115,,,,,,"ITI",,,,,
"2332",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,140,,,,,,"COMBLES PERDUES",,,,,
"2333",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1910,"av. 1945",,218,,,,,,"COMBLES PERDUES",,,,,
"2334",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,113,,,,,,"COMBLES PERDUES",,,,,
"2335",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1948,"de 1945 à 1973",,126,,,,,,"ITI",,,,,
"2336",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1800,"av. 1945",,90,,,,,,"PLANCHER BAS",,,,,
"2337",,,6635.07109,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1983,"de 1974 à 1990",,97,,,,,,"COMBLES PERDUES",,,,,
"2338",,,6635.07109,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,,,,,,
"2339",,,6641,,"28/01/2016",,"28/01/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",320,7,95,0.0457
"2340",,,6648.341232,,,,,,,"H1",84,"ARA","69","RHONE","COLLECTIF",1972,"de 1945 à 1973",,87,,,,,,"RAMPANTS",,,,,
"2341",,,6655.924171,,,"21/10/2013","21/10/2013",2013,,"H2",53,"BRE","56","MORBIHAN",,,,,,,,,,,"ITE","PLASTIQUES",,4.1,61.33,
"2342",,,6659.71564,,,,,,,"H1",84,"ARA","69","RHONE","INDIVIDUEL",1945,"de 1945 à 1973",,151,,,,,,"RAMPANTS",,,,,
"2343",,,6660.663507,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1900,"av. 1945",,80,,,,,,"COMBLES PERDUES",,,,,
"2344",,,6667,,,,,,,"H1",28,"NOR",,,,,,,38,2741,"CHEQUE ENERGIE REGION","isolation sol 2 combles et toit

+ chaudi�re et ecs à condensation et vannes th.

+ vmc hygro B

+ fen�tre ch./ 2 survitrages impostes / porte entrée",,,"COMBLES PERDUES",,,,,
"2345",,,6667,,,,,,,"H1",28,"NOR",,,,,,,38,1800,"DEPT - AIDE A L'HABITAT DURABLE","isolation sol 2 combles et toit

+ chaudi�re et ecs à condensation et vannes th.

+ vmc hygro B

+ fen�tre ch./ 2 survitrages impostes / porte entrée",,,"COMBLES PERDUES",,,,,
"2346",,,6667,,,,,,,"H1",28,"NOR",,,,,,,38,3500,"CAISSE RETRAITE","isolation sol 2 combles et toit

+ chaudi�re et ecs à condensation et vannes th.

+ vmc hygro B

+ fen�tre ch./ 2 survitrages impostes / porte entrée",,,"COMBLES PERDUES",,,,,
"2347",,,6667,,,,,,,"H1",28,"NOR",,,,,,,38,8166,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation sol 2 combles et toit

+ chaudi�re et ecs à condensation et vannes th.

+ vmc hygro B

+ fen�tre ch./ 2 survitrages impostes / porte entrée",,,"COMBLES PERDUES",,,,,
"2348",,,6667,,,,,,,"H1",28,"NOR",,,,,,,38,1663,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation sol 2 combles et toit

+ chaudi�re et ecs à condensation et vannes th.

+ vmc hygro B

+ fen�tre ch./ 2 survitrages impostes / porte entrée",,,"COMBLES PERDUES",,,,,
"2349",,,6674.881517,,,"25/03/2009","25/03/2009",2009,,"H2",24,"CVL","18","CHER",,,,,,,,,,,"COMBLES PERDUES","LAINE MINERALE",240,6,185,
"2350",91,6584,6675,561.018957,"04/05/2018","04/05/2018","04/05/2018",2018,,,44,"GDE",,,"INDIVIDUEL",,,,,,,,"STO","TOP 31 STO","ITE","PLASTIQUES",120,3.9,73.51,0.032
"2351",,,6685,,,"11/10/2017","11/10/2017",2017,,,,"Z_Non Connu",,,,,,,,0,,,,,"RAMPANTS","LAINE VEGETALE",240,6.3,53.5,
"2352",,,6685,,,"11/10/2017","11/10/2017",2017,,"H2",53,"BRE",,,,,,,,,,,,,"RAMPANTS","LAINE VEGETALE",240,6.3,53.5,
"2353",,,6692.890995,,,"15/01/2014","15/01/2014",2014,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","LAINE MINERALE",120,3.8,131,
"2354",,,6700,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,72,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","changement 2 porte fen�tres

+ 4 fen�tres + 2 velux + vr

+ chaudi�re condensation 

+ programmateur

+ isolation mur Nord sur rue",,,"ITI",,,,,
"2355",,,6700,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,72,2000,"CODAH - ASE","changement 2 porte fen�tres

+ 4 fen�tres + 2 velux + vr

+ chaudi�re condensation 

+ programmateur

+ isolation mur Nord sur rue",,,"ITI",,,,,
"2356",,,6700,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,72,8687,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","changement 2 porte fen�tres

+ 4 fen�tres + 2 velux + vr

+ chaudi�re condensation 

+ programmateur

+ isolation mur Nord sur rue",,,"ITI",,,,,
"2357",,,6704.265403,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"TRES PERFORMANT - 3 BOUQUETS OU PLUS",,,,,,,,
"2358",,,6710,1631,"24/01/2018","07/01/2018","07/01/2018",2018,,"H1",24,"CVL","45","LOIRET","INDIVIDUEL",,,,,,,"RENOVATION A PLUSIEURS GESTES DE TRAVAUX","BIOFIB",,"RAMPANTS","LAINE VEGETALE",240,6.1,110,
"2359",,,6729.85782,,,,,,26572,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,90,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2360",,,6745.023697,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,55,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2361",,,6747.867299,,,,,,,"H1",32,"HDF","02","AISNE","INDIVIDUEL",1900,"av. 1945",,110,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2362",,,6749.763033,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1900,"av. 1945",,236,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2363",,,6754,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,102,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","ré-isolation toiture principale et remplacement couverture

+ 4 murs par l'extérieur maison principale

+ vmc double flux

+ chaudi�re ancienne à gaz remplacée par condensation",,,"RAMPANTS",,,,,
"2364",,,6754,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,102,10000,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","ré-isolation toiture principale et remplacement couverture

+ 4 murs par l'extérieur maison principale

+ vmc double flux

+ chaudi�re ancienne à gaz remplacée par condensation",,,"RAMPANTS",,,,,
"2365",,,6754,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,102,1500,"DEPT - AIDE A L'HABITAT DURABLE","ré-isolation toiture principale et remplacement couverture

+ 4 murs par l'extérieur maison principale

+ vmc double flux

+ chaudi�re ancienne à gaz remplacée par condensation",,,"RAMPANTS",,,,,
"2366",,,6754,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,102,2000,"CODAH - ASE","ré-isolation toiture principale et remplacement couverture

+ 4 murs par l'extérieur maison principale

+ vmc double flux

+ chaudi�re ancienne à gaz remplacée par condensation",,,"RAMPANTS",,,,,
"2367",,,6787.677725,,,,,,,"H1",32,"HDF","80","SOMME","INDIVIDUEL",1949,"de 1945 à 1973",,164,,,"Rénovation à plusieurs gestes de travaux",,,"ITE",,,,,
"2368",,,6789,,"07/04/2016",,"07/04/2016",2016,,"H2",53,"BRE","56","MORBIHAN","INDIVIDUEL",,,,,,,,,,"ITE","PLASTIQUES",160,4.2,88.06,0.0381
"2369",3669.194313,3124.170616,6793.364929,,,,,,,"H2",76,"OCC",,,"INDIVIDUEL",1960,"de 1945 à 1973",,,,,,,,"ITE",,,,,
"2370",,,6793.364929,,,,,,,"H1",84,"ARA","69","RHONE","COLLECTIF",1972,"de 1945 à 1973",,87,,,,,,"RAMPANTS",,,,,
"2371",3059,3740,6799,,,,"03/11/2011",2011,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"RAMPANTS","LAINE MINERALE",260,6.5,,0.04
"2372",,,6808,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,62,1800,"DEPT - AIDE A L'HABITAT DURABLE","ré-isolation toit (+ couverture)

passage au chauffage et ecs gaz",,,"TOITURE TERRASSE",,,,,
"2373",,,6808,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,62,2000,"CODAH - ASE","ré-isolation toit (+ couverture)

passage au chauffage et ecs gaz",,,"TOITURE TERRASSE",,,,,
"2374",,,6808,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,62,7729,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","ré-isolation toit (+ couverture)

passage au chauffage et ecs gaz",,,"TOITURE TERRASSE",,,,,
"2375",,,6808,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,62,1269,"CHEQUE ENERGIE REGION","ré-isolation toit (+ couverture)

passage au chauffage et ecs gaz",,,"TOITURE TERRASSE",,,,,
"2376",,,6808,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,62,2500,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","ré-isolation toit (+ couverture)

passage au chauffage et ecs gaz",,,"TOITURE TERRASSE",,,,,
"2377",,,6810.42654,,,,,,,"H1",84,"ARA","42","LOIRE",,,,,,,,"BBC RENOVATION",,,"RAMPANTS",,,,,
"2378",,,6813,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,69,2100,"AH- PRIME AIDE DE SOLIDARITE ENERGETIQUE ASE","isolation extérieure",,,"ITI",,,,,
"2379",,,6813,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,69,2385,"AH - TRAVAUX D'AMELIORATION ENERGETIQUE","isolation extérieure",,,"ITI",,,,,
"2380",,,6813,,,,,,,"H1",28,"NOR",,,"INDIVIDUEL",,,,69,2400,"CODAH - ASE","isolation extérieure",,,"ITI",,,,,
"2381",,,6816.113744,,,,,,,"H2",53,"BRE","35","ILLE-ET-VILAINE",,1977,"de 1974 à 1990",,100,,,,,,"COMBLES PERDUES",,,,,
"2382",,,6824.64455,,,,,,,"H1",32,"HDF","60","OISE","INDIVIDUEL",1900,"av. 1945",,189,,,"Rénovation à plusieurs gestes de travaux",,,"COMBLES PERDUES",,,,,
"2383",,,6824.64455,,,,"20/04/2012",2012,,"H1",24,"CVL","28","EURE-ET-LOIR",,,,,,,,,,,"ITE","LAINE VEGETALE",160,4.2,40,0.038
